driver_age,driver_gender,driving_experience_years,accident_history_count,license_points,vehicle_type,vehicle_age_years,vehicle_value_brl,annual_mileage_km,usage_type,region,city_size,coverage_type,has_deductible,monthly_insurance_cost
64,M,44,2,2,SUV,6,129409,12946,Pessoal,Sul,Media,Intermediária,0,1028.75
33,M,13,0,0,Sedan,6,55903,5610,Pessoal,Sudeste,Media,Intermediária,0,150.0
54,F,36,0,2,Sports,9,214912,9302,Trabalho,Sudeste,Pequena,Intermediária,1,1381.59
37,M,19,2,4,SUV,3,138698,6543,Pessoal,Centro-Oeste,Grande,Completa,0,1381.53
23,M,4,4,4,Minivan,8,66150,6466,Trabalho,Sul,Grande,Básica,1,512.21
36,M,18,0,0,Sedan,11,20578,14108,Trabalho,Nordeste,Grande,Completa,1,150.0
22,F,4,0,6,Minivan,1,91729,19656,Pessoal,Nordeste,Media,Intermediária,0,653.43
20,F,2,0,2,Sedan,10,26961,11236,Trabalho,Sul,Pequena,Intermediária,1,192.12
18,F,0,1,6,Sedan,8,41171,18719,Pessoal,Centro-Oeste,Grande,Intermediária,0,762.44
55,F,37,0,0,Sedan,9,38947,22565,Pessoal,Centro-Oeste,Grande,Intermediária,0,246.05
32,M,12,0,2,Hatchback,2,57180,23530,Pessoal,Centro-Oeste,Pequena,Básica,1,160.97
51,F,32,1,6,Sports,13,176957,23656,Pessoal,Sul,Media,Completa,1,2419.46
52,M,33,1,6,SUV,12,99450,14043,Pessoal,Sul,Media,Intermediária,1,537.89
66,M,46,0,0,Sports,14,183300,9536,Trabalho,Sul,Pequena,Completa,1,1661.93
42,F,22,1,0,Hatchback,1,64064,22103,Trabalho,Sudeste,Media,Intermediária,1,342.35
41,F,21,1,0,Hatchback,12,20000,26064,Pessoal,Nordeste,Media,Básica,1,150.0
29,M,11,0,0,Pickup,3,108011,15206,Trabalho,Centro-Oeste,Grande,Intermediária,0,572.29
35,F,15,0,0,Sedan,4,69332,24856,Pessoal,Norte,Grande,Básica,1,156.71
32,F,14,3,0,SUV,1,136101,8642,Pessoal,Sul,Grande,Completa,1,1216.69
61,M,42,0,6,Sports,12,189229,17062,Trabalho,Sul,Media,Completa,1,2801.49
33,M,14,2,0,Sports,14,183615,21447,Trabalho,Centro-Oeste,Pequena,Intermediária,1,1751.02
44,M,24,3,2,Minivan,0,104732,18055,Trabalho,Sudeste,Pequena,Intermediária,0,886.76
25,M,7,0,0,Sports,9,207366,5559,Pessoal,Sudeste,Pequena,Intermediária,1,963.94
63,M,43,0,0,Sedan,10,29970,28830,Trabalho,Sudeste,Grande,Completa,1,465.99
42,M,22,1,0,Pickup,4,102992,6733,Trabalho,Sul,Pequena,Básica,1,208.8
34,M,16,3,0,SUV,8,100981,13861,Entrega,Centro-Oeste,Media,Completa,1,1228.53
46,F,26,3,4,Minivan,14,36130,25278,Pessoal,Sudeste,Grande,Intermediária,1,371.55
25,F,6,2,6,SUV,11,103815,6542,Pessoal,Centro-Oeste,Media,Completa,1,888.64
32,F,12,0,0,Hatchback,11,20000,14463,Trabalho,Nordeste,Grande,Completa,1,150.0
44,M,26,1,0,SUV,14,76349,7415,Entrega,Sul,Grande,Completa,1,690.73
63,F,45,1,0,SUV,4,130728,15983,Pessoal,Norte,Pequena,Intermediária,1,611.15
67,F,48,1,6,Sedan,11,22548,17905,Pessoal,Sudeste,Media,Básica,1,150.0
69,F,51,0,4,Sports,10,208375,27474,Pessoal,Norte,Grande,Intermediária,1,2147.21
24,M,6,0,2,Pickup,9,84312,26601,Pessoal,Sul,Media,Intermediária,0,632.75
20,F,1,2,2,Sedan,8,33446,10387,Pessoal,Centro-Oeste,Pequena,Completa,1,417.69
